nom;ville
Les Ulis CVAE;Les Ulis
Centre de vaccination du CH William Morey;Chalon-sur-Saône
Centre de vaccination - Pavillons-sous-Bois - Salle des sports Lino Ventura;Les Pavillons-sous-Bois
Centre de vaccination - Le Raincy - Espace Raymond Mège;Le Raincy
CV Gagny - Salle Omnisport ARENA;Gagny
Ville de Bois-Colombes;Bois-Colombes
Centre de vaccination - Noisy-le-Sec - Gymnase Paul Langevin;Noisy-le-Sec
Centre de vaccination d'Epinay-sur-Seine - Espace culturel;Épinay-sur-Seine
Saint Cirq Lapopie ;Saint-Cirq-Lapopie
Très grand centre MIN Rungis - Chevilly-Larue;Chevilly-Larue
Centre de vaccination éphémère de Nangis;Nangis
CAD - ARENA;Nanterre Cedex
Centre éphémère Lycée Marie Curie;Saint-Benoît
Centre de vaccination de Metz - UNEOS - Site Belle Isle;Metz
Centre de vaccination de Sarreguemines - CHS (salle des fêtes du CHS);Sarreguemines
Viry-Châtillon/Juvisy-sur-Orge CVAE;Viry-Châtillon
Lieu de vaccination de CLERMONT EN ARGONNE;Clermont-en-Argonne
Centre vaccination SAINT TROPEZ;Saint-Tropez
Centre de vaccination - Sapeurs-pompiers de l'Oise- SDIS 60;Beauvais
LA GRANDE MOTTE CENTRE CULTUREL;La Grande-Motte
Centre de vaccination de l’Ouest Lyonnais - Salle des Cèdres;Écully
Centre Commercial LECLERC - La Seyne sur Mer;La Seyne-sur-Mer
Pharmacie Centrale;Charleville-Mézières
Marseille Grand Littoral;Marseille
Ancienne école maternelle MARCIAC;Marciac
Equipe Mobile-CPAM;Orléans
Centre de vaccination de Wissembourg;Wissembourg
Melle - Salle Jacques Prévert;Melle
Centre de vaccination de Pontarlier - théâtre Blier;Pontarlier
CDV31 Muret (Salle Horizon Pyrénées);Muret
CDV31 Labège;Labège
PAIMPOL - Kerity;Paimpol
centre de vaccination du parc des expositions;Caen
Centre de Vaccination Caen-Centre (ancienne caserne Canada);Caen
Centre de vaccination de Bar-le-Duc ;Bar-le-Duc
Centre de vaccination de Neufchateau;Neufchâteau
LAMBALLE - Salle municipale;Lamballe-Armor
CDV31 - Grand Centre Hall 8 île Ramier;Toulouse
CDV31 Saint Orens De Gameville;Saint-Orens-de-Gameville
Centre de vaccination du Grésivaudan - Piscine de Crolles;Crolles
CDV31 Villeneuve de Rivière;Villeneuve-de-Rivière
Centre de vaccination éphémère Puiseaux;Puiseaux
Centre de vaccination - Maison des Associations  - CŒUR DE CHARTREUSE;Saint-Laurent-du-Pont
Saint-Soszy;Saint-Sozy
Centre de vaccination - Commune de Montataire, maison médicale;Montataire
Centre de vaccination - Cestas - Jalle-Eau Bourde;Cestas
MSP BEAUBLANC;Limoges
Centre de vaccination  Communauté professionnelle territoriale de santé (CPTS) Vercors;Saint-Nizier-du-Moucherotte
centre de vaccination GHSIF MELUN - site de Combs la Ville;Combs-la-Ville
LORIENT - Cité de la Voile;Lorient
Karavan Maison Célestin;Saint-Paul
CV CPAM92;Nanterre
Equipe Mobile Universitaire 06;Nice
Centre de vaccination de Vienne;Vienne
Centre de vaccination CH Avignon;Avignon
Centre Hospitalier de Billom;Billom
AEROVAC - Aéroport Martinique;Le Lamentin
Centre de vaccination territorial Centre Val d'Oise;Montmorency
Centre de Vaccination : Espace Santé Ravel Amiens;Amiens
Centre de vaccination - Ville de Poix-de-Picardie, SALLE DES FÊTES ;Poix-de-Picardie
CDV31 Montastruc La Conseillère;Montastruc-la-Conseillère
IS-SUR-TILLE Salle des Capucins / Selongey centre culturel;Is-sur-Tille
Centre de vaccination : Site des Lianes (Saint-Joseph);Saint-Joseph
Centre éphémère Trois Bassins;Les Trois-Bassins
Salle de l'Ermitage;Digne-les-Bains
BAIN DE BGNE-La Croix Rouge;Bain-de-Bretagne
Brétigny CVA;Brétigny-sur-Orge
Centre de vaccination de Valserhône - Centre Jean Marinet;VALSERHONE
CH DE DECAZEVILLE;Decazeville
Centre de vaccination éphémère Champ-Borne Saint-André;Saint-André
Centre de vaccination - Hôpital de Voiron;Voiron
Centre de vaccination COVID 19 : Site de Cilaos;Cilaos
Centre de vaccination du CERN - Site de Meyrin (Bât 693);Prévessin-Moëns
LANVOLLON - Salle Armor Argoat;Lanvollon
CHI Louis Raffali Manosque;Manosque
Centre de vaccination de Saint-Jean-en-Royans;Saint-Jean-en-Royans
Centre de Gestion de la Covid-19 (CHOG);Saint-Laurent-du-Maroni
Centre de vaccination multisites UGECAM (Centres médicaux Masevaux, Jungholtz, Bouxwiller);Masevaux-Niederbruck
Salle de l'Ermitage;Digne-les-Bains
CDV31 Cadours;Cadours
CV éphémère Courtenay;Courtenay
Centre de vaccination du Plateau d'Hauteville – Salle des Fêtes;Plateau d'Hauteville
Centre de vaccination MIN Cavaillon;Cavaillon
Centre de vaccination de Lembeye - VACCI VIC BILH;Lembeye
centre de vaccination Isle sur la Sorgue;L'Isle-sur-la-Sorgue
Site de Sotteville - salle des fêtes;Sotteville-lès-Rouen
Centre vaccination AMBAZAC;Ambazac
Centre de vaccination éphémère - Aéroville Roissy;Roissy-en-France
Foyer culturel MAUVEZIN;Mauvezin
Centre de vaccination Neuves-Maisons - Mairie Salle Bernard Perrin;Neuves-Maisons
MSP de Mende;Mende
Centre de vaccination de Villars-les-Dombes - Communauté de Communes;Villars-les-Dombes
CH Lozère;Mende
Centre de PMI Sainte-Rose;Sainte-Rose
Centre  de vaccination de Conflans Sainte Honorine;Conflans-Sainte-Honorine
Centre de vaccination - Clinique Beau Soleil;Montpellier
Centre de Vaccination du Bas Chablais SCIEZ;Sciez
Centre de vaccination Station F;Paris
Centre de vaccination de Suresnes;Suresnes
Centre de vaccination de GIVET;Givet
CH Narbonne;Narbonne
Centre de Vaccination - SAINT BREVIN;Saint-Brevin-les-Pins
Limours CVA;Briis-sous-Forges
Communauté Urbaine GPSO - Mantes-la-Jolie;Magnanville
Centre de Vaccination Nîmes Costières;Nîmes
Centre de vaccination Covid 19 - CHRU Nancy -Central (Réservé aux professionnels du CHRU et établissements en direction commune);Nancy
Centre de vaccination d'Aire sur l'Adour;Aire-sur-l'Adour
Très grand centre Paris Expo Porte de Versailles;Paris
GCS Pôle Sanitaire Cerdan;Err
Centre de vaccination de Lunesse;Angoulême
Centre de vaccination (37) - en attente;Tours
CASTELNAU LE LEZ Clinique du Parc;Castelnau-le-Lez
Centre de vaccination de Marie Galante;Grand-Bourg
Centre de vaccination CPTS Paris 19 - Pierre Girard;Paris
Centre de vaccination territorial Centre Val d'Oise;Enghien-les-Bains
Centre de Vaccination - SABLE SUR SARTHE - Salle Théophile Plé;Sablé-sur-Sarthe
REDON - Salle omnisport;Redon
MSP Haute Vallée du Thoré Labastide Rouairoux;Labastide-Rouairoux
Centre de vaccination du Centre hospitalier d'Yssingeaux;Yssingeaux
Centre Commercial Auchan Tours Nord;Tours
CH Prades;Prades
Centre de Vaccination - VALLET - Salle de l'Amicale laïque Complexe sportif les Dorices;Vallet
Centre de vaccination - Parc d’Activités du Véron Sud - BELLIPARC;Beaumont-en-Véron
Centre de Vaccination - SEGRE EN ANJOU - Salle du Jardin Public - Groupe Milon;Segré-en-Anjou Bleu
Centre de vaccination - Centre Hospitalier Moulins-Yzeure;Moulins
Centre de Vaccination Ephémère Villeparissis;Villeparisis
Centre de Vaccination Covid-19 - Le Havre Agglo;Le Havre
Ville de Puteaux;Puteaux
Centre de vaccination de Montmorillon;Montmorillon
Centre de vaccination de Saint-Symphorien d'Ozon - Bâtiment de l'Orangerie;Saint-Symphorien-d'Ozon
Centre de vaccination international de Villeurbanne;Villeurbanne
Centre de vaccination de Carry-le-Rouet;Carry-le-Rouet
Centre de vaccination de Munster - Maison des services;Munster
Centre de vaccination de Tarbes Téléport 4;Juillan
Centre de vaccination Meymac;Meymac
Proxivaccin campings;Grabels
Centre de vaccination - Gramat;Gramat
Ville de Neuilly sur Seine;Neuilly-sur-Seine
Centre de vaccination éphémère - Centre LECLERC - Capdenac;Capdenac
Lieu de vaccination de VOID-VACON - MSP;Void-Vacon
Ecole Flaubert - La Châtre;La Châtre
CENTRE SAINT-MANDE;Saint-Mandé
Centre de vaccination COVID Ad Hoc de Lanslebourg;Val-Cenis
IFS ATRIUM;Ifs
Centre de vaccination de Mérignac;Mérignac
Région Réunion;Saint-Denis
RECEY SUR OURCE - Salle foyer rural ;Recey-sur-Ource
Site de vaccination de Vézelise;Vézelise
Mennecy CVA;Mennecy
VENAREY-LES-LAUMES Cour de la mairie;Venarey-les-Laumes
Centre vaccination SDIS;Rodez
Maison Médicale de Garde - hôpital de Brignoles;Brignoles
Ville de Chelles;Chelles
Centre de vaccination de Condrieu - Salle de l'Arbuel;Condrieu
ville de Montrouge;Montrouge
Centre de vaccination de Pierre de Bresse;Pierre-de-Bresse
Centre Vaccination Le Beausset - Complexe sportif;Le Beausset
Centre Vaccination - CHInA site SEDAN;Sedan
Centre de vaccination communal Porticcio;Porticcio
Centre de vaccination de l'Hôpital du Gier;Saint-Chamond
Centre hospitalier de Bergerac;Bergerac
Centre de vaccination municipal de Clermont-Ferrand - Maison des Sports de Clermont-Ferrand;Clermont-Ferrand
Centre de Vaccination de SAINT RAPHAEL;Saint-Raphaël
CV éphémère Château-Renault;Château-Renault
CV éphémère Saint-Pierre des Corps;Saint-Pierre-des-Corps
Mosquée Chaféite du Port;Le Port
Escale Amiral Ronarc'h;Toulon
Centre de vaccination de la Trinité;La Trinité
CENTRE SUCY EN BRIE;Sucy-en-Brie
Centre de vaccination de Sainte Menehould;Sainte-Menehould
Centre de vaccination - SAINT NAZAIRE - Base sous-marins;Saint-Nazaire
Centre de vaccination de Metz - Clinique Claude Bernard (Entrée B);Metz
Centre de vaccination - CMS Bezons;Bezons
BELLE-ILE (Antenne du centre de Quiberon);Le Palais
PONTAILLER-SUR-SAONE maison des services;Pontailler-sur-Saône
LE FAOUET - Maison de santé;Le Faouët
Centre Campus Valrose;Nice
Centre de vaccination - Espace culturel de Mer;Mer
CV éphémère de Neuville-aux-Bois;Neuville-aux-Bois
Centre de vaccination du Parc des Expositions de Castres;Castres
Centre commercial AUCHAN La Seyne sur Mer;La Seyne-sur-Mer
Centre de vaccination éphémère CC Carré Sénart ;Lieusaint
CH LA SOUTERRAINE;La Souterraine
Vaccibus;Sainte-Feyre
Centre de vaccination éphémère Ccial Destreland/Cist Guadeloupe;Baie-Mahault
Centre de secours de Bar le Duc;Fains-Véel
Equipe mobile de Chateauneuf de Galaure - Salle des fêtes;Châteauneuf-de-Galaure
Centre de vaccination Tarare;Tarare
Barnum APHP 92;Nanterre
Communauté de communes Gally-Mauldre à Crespières;Feucherolles
Chamonix ;Chamonix-Mont-Blanc
29-Grand centre de vaccination (fictif);Brest
Centre éphémère à Moissy-Cramayel ;Moissy-Cramayel
Centre de vaccination du GHSIF Melun;Melun
MA - US / Maison d'Arrêt de Saint-Brieuc;Saint-Brieuc
Equipe mobile UMPS14 ;Caen
CP - UCSA - Centre pénitentiaire des Hommes Rennes-Vezin / Centre pénitentiaire de Rennes-Vézin le Coquet;Vezin-le-Coquet
Maison de Santé Pluridisciplinaire - Argenton sur Creuse;Argenton-sur-Creuse
Très Grand Centre Communauté d'agglomération de Saint-Quentin-en-Yvelines;Montigny-le-Bretonneux
CMSI clinique Mutualiste;Saint-Étienne
MA - USMP / Maison d'Arrêt d'Angers;Angers
Dpt 29 - Opérations éphémères non rattachées à un CDV;Quimper
Karavan Salle Polyvalente;Saint-Paul
Centre de Vaccination - ERNEE - Espace Clair de Lune;Ernée
Karavan Joseph Grosset;Saint-Paul
Centres éphémères PCPS - Tour Eiffel et secouristes;Paris
Vaccinobus;Saint-Denis
Centre de vaccination d'Amnéville - Dojo;Amnéville
Karavan Case Saline Centre;Saint-Paul
Centre de vaccination - Blois 41 en attente;Blois
"Centre de vaccination ""grand public"" - Saint-Denis-Lanneray";Saint-Denis-Lanneray
ST-BRIEUC - BREZILLET 2 (SDIS);Saint Brieuc
CV CAMPUS MONTROUGE;Montrouge
Salle culturelle GIMONT;Gimont
Centre de vaccination - CHU de NANTES- Réservé professionnels libéraux;Nantes
Carrefour Courtine - Centre éphémère;Avignon
Oletta;Oletta
Centre de vaccination Eurexpo Lyon;Chassieu
CHU Besançon;Besançon
CH AUBUSSON - SITE LE MONT;Aubusson
Centre de Vaccination éphémère CC de Bay 2 ;Collégien
Centre de vaccination éphémère itinérant : Anse Bertrand;Anse-Bertrand
CV auberge de jeunesse;Orléans
Dispositif mobile de vaccination - Croix Rouge du Rhône;Écully
Salle des fêtes le Caromp;Rians
CV de Champignelles;Champignelles
Centre de vaccination COVID 19 : Site de Mare à vieille place;Salazie
Ch Langres;Langres
Centre de vaccination de Morcenx;Morcenx-la-Nouvelle
VACCIMOBILE17;Saint-Georges-des-Coteaux
Centre de Vaccination éphémère de Noisiel;Noisiel
Centre de vaccination de Codognan;Codognan
Barnum du Plessis Trèvise 2;Le Plessis-Trévise
Université Paris Saclay;Gif-sur-Yvette
Camping Municipal Le Galetas - Vernis;Aiguines
CV éphémère Bellegarde;Bellegarde
Centre de vaccination éphémère  CC de CLAYE-SOUILLY ;Claye-Souilly
Centre de vaccination Blois-Vineuil;Vineuil
Barnum de Villiers sur Marne;Villiers-sur-Marne
Centre de vaccination Madiana;Schœlcher
Centre de vaccination de Château-Salins - CH - CPTS du Saulnois;Château-Salins
Centre de vaccination de Faulquemont-Créhange;Créhange
Centre de vaccination du CLAPS Olano : Saint-Jean-de-Luz, Guéthary, Bidart, Ahetze, Ciboure, St-Pée-sur-Nivelle, Urrugne, Sare;Saint-Jean-de-Luz
Centre de Vaccination TOURNUS - Hôpital Belnay;Tournus
CDV31 Equipe Mobile ADPC31;Toulouse
MA - Maison d'arrêt de valenciennes / Maison d'Arrêt de Valenciennes;Valenciennes
Centre de vaccination éphémère de Terre de Bas;Terre-de-Bas
CP - US de Baie-Mahault / Centre Pénitentiaire de Baie-Mahault;Baie-Mahault
Barnum Cachan;Cachan
Barnum Villeneuve-saint-Georges 2;Villeneuve-Saint-Georges
Centre éphémère du Champ de Foire;Bras-Panon
Hôpital des Armées Bégin;Saint-Mandé
Centre de vaccination du CH de Mauriac;Mauriac
Centre de Vaccination de Grande Capacité de Cahors Ville SDIS_46;Cahors
Centre de vaccination Sainte Barbe du Groupe Hospitalier Saint Vincent;Strasbourg
Centre vaccinal de l'auxerrois;Auxerre
Centre éphémère Lycée Léon Lépervanche;Le Port
Centre de vaccination Centre Commercial Régional Westfield Vélizy 2;Vélizy-Villacoublay
OFII;Montrouge
Centre éphémère Lycée Leconte de Lisle;Saint-Denis
Centre de vaccination de Lunéville;LUNEVILLE
Centre éphémère Lycée Roland Garros;Le Tampon
Campus universitaire d'Annecy le vieux - bibliothèque;Annecy
Equipe Mobile Scolaire - Ouest Var;La Seyne-sur-Mer
Centre de vaccination du Conseil départemental - Sainte Anne;Sainte-Anne
Centre de vaccination - ESSEC;Cergy
CHU BORDEAUX - SITE GH SUD (adultes et enfants);Pessac
Barnum Gentilly;Gentilly
Centre de vaccination éphémère CC de Villiers en Bière;Villiers-en-Bière
Centre éphémère Plaine des Cafres;Le Tampon
SAULIEU - Centre Social;Saulieu
Barnum Villeneuve-le-Roi;Villeneuve-le-Roi
Université Avignon Campus Arendt centre ville;Avignon
Barnum Kremlin-Bicêtre;Le Kremlin-Bicêtre
Centre éphémère la Chaloupe Saint-Leu;Saint-Leu
Ville de Nemours;Nemours
Centre de vaccination éphémère de Mantes-la-Ville;Mantes-la-Ville
Centre de vaccination de Forbach - CHIC Unisanté;Forbach
Equipe Mobile Scolaire - La Garde;La Garde
ARGENTAN : Hall du Champs de Foire;Argentan
Grand centre de vaccination de Fontainebleau;Fontainebleau
Centre de vaccination COVID 19 de la Possession;La Possession
Martel;Martel
Centre de vaccination du CH d'Aubenas - Gymnase Roqua;Aubenas
Vill'Up Cité des Sciences;Paris
Centre éphémère le Plate Saint-Leu;Saint-Leu
Centre de vaccination COVID - MOUTIERS;Moûtiers
CENTRE AMBULANT VACCI CAMION;Strasbourg
Centre de vaccination de Romilly - sur- Seine, salle des fêtes;Romilly-sur-Seine
Centre de vaccination - communauté de commune du Liancourtois, Salle Guy Lejeune;Liancourt
Centre de vaccination de Beaucaire;Beaucaire
Centre de vaccination de MIONS;Mions
Centre vaccination APHM Timone 2 ;Marseille
Centre hospitalier Edouard TOULOUSE;Marseille
Centre de vaccination Ville de Nanterre;Nanterre
Centre de vaccination de Vaugneray - Tennis couvert du centre sportif ;Vaugneray
Centre de vaccination OFII;Strasbourg
Centre de vaccination Grand Clermont - Annexe Croix de Neyrat;Clermont-Ferrand
UHSA MARSEILLE;Marseille
Centre de vaccination de Bar-sur-Aube, MSP;Bar-sur-Aube
Centre de vaccination Parc des expositions de Poitiers/Buxerolles;Buxerolles
GUICHEN - Espace Galatée;Guichen
Centre de vaccination éphémère de Neuville-aux-bois;Neuville-aux-Bois
Centre de vaccination éphémère Carrefour Etoile;Nîmes
Evry Nougaro CVA;Évry-Courcouronnes
Centre de vaccination de Bazoches les Gallerandes;Bazoches-les-Gallerandes
Centre de vaccination éphémère Malesherbes;Le Malesherbois
Centre de vaccination association AURORE;Vaires-sur-Marne
Centre de vaccination OFII;Melun
Centre de vaccination RVH;Melun
Centre de vaccination éphémère Outarville;Outarville
Opération 75 PDS;Paris
Equipe mobile Labouheyre;Labouheyre
Equipe mobile Pouillon;Pouillon
Equipe mobile Samadet;Samadet
Centre de vaccination de Canet;Canet-en-Roussillon
Dispositif itinérant étudiants - Fac de droit;Rennes
Centre de PMI de Plateau Caillou;Saint-Paul
Centre de PMI de Bras Panon;Bras-Panon
Saint-Germain-les-Corbeil CVA;Saint-Germain-lès-Corbeil
Centre de vaccination des Mureaux;Les Mureaux
Dispositif itinérant étudiants - Villejean;Rennes
Centre de vaccination Saint-Jean-Pied-de-Port;Saint-Jean-Pied-de-Port
Centre de vaccination Grand Clermont - Polydome;Clermont-Ferrand
Université Toulon-la Garde;La Garde
Université de Toulon Faculté de Droit;Toulon
Centre Campus Carlone;Nice
Centre de vaccination éphémère ZooSafari Thoiry;Thoiry
"Centre de vaccination éphémère ""Le Mas"" à LE MEE SUR SEINE";Le Mée-sur-Seine
Salle des Fêtes;Saint-Maximin-la-Sainte-Baume
Centre Vaccination Salle du Chêne et de l'Olivier;La Londe-les-Maures
Centre de vaccination éphémère  CC des 2 Morins;Saint-Rémy-la-Vanne
Centre de vaccination éphémère - Hippodrome d'Enghien-Soisy;Soisy-sous-Montmorency
Espace Caquot;Fréjus
Centre de vaccination Saint Cyprien;Saint-Cyprien
Centre de vaccination - Université de Poitiers;Poitiers
Conseil régional - Vaccibus;Basse-Terre
Centre de vaccination de Châtel;Châtel
CH de Vesoul - centre pour professionnels de santé;Vesoul
Equipe mobile vaccibus Skyrock;Paris
Dispositif itinérant étudiants - Baulieu;Rennes
Vaccinobus des Bouches du Rhône;Marseille
Vaccinobus des Alpes Maritimes;Nice
Centre commercial Géant - La galerie les portes du sud;Chenôve
SAINT PIERRE LE MOUTIER;Saint-Pierre-le-Moûtier
Centre de vaccination d'Altkirch;Altkirch
Charny Orée Puisaye;Charny Orée de Puisaye
Luzy - salle des Fêtes;Luzy
IHU - Méditerranée Infection;Marseille
Rocamadour ;Rocamadour
Grand centre Evreux ancien lycée Notre Dame;Évreux
RENNES - Cleunay (dispositif itinérant sans RDV du CDV de Bréquigny);Rennes
RENNES - Maurepas (dispositif itinérant sans RDV du CDV de Bréquigny);Rennes
RENNES - Le Blosne (dispositif itinérant sans RDV du CDV de Bréquigny);Rennes
Val de Reuil gymnase Jesse Owens;Val-de-Reuil
Centre de PMI de Saint-Joseph;Saint-Joseph
Centre de PMI Rivière St-Louis;Saint-Louis
Centre de SCOPad Sainte-Marie;Sainte-Marie
Centre de PMI Piton St-Leu;Saint-Leu
Vaccinodrome AulnAy-sous-Bois;Aulnay-sous-Bois
Centre la Gravone;Peri
Centre de vaccination de  RIEZ;Riez
Centre de vaccination de Thionville - CHRMT Bel Air (salle polyvalente à l’entrée de l’hôpital);Thionville
Dispositif itinérant étudiants - Rennes School Of Business;Rennes
Centre de vaccination éphémère - Forum d'Herblay;Herblay-sur-Seine
Centre éphémère Mairie de Sainte-Rose;Sainte-Rose
CV Orléans Quai du roi;Orléans
Centre de vaccination - Communauté de Commune des Pays de Lumbres (Salle Michel Berger);Lumbres
CV éphémère Corbeilles;Lorcy
Centre de vaccination de Maîche -Salle André GENTIT;Maîche
Centre de vaccination-EM de l'OFFI 94;Créteil
CDV31 Toulouse La Daurade;Toulouse
Centre hospitalier de Troyes;Troyes
Centre de vaccination - MSPBx Bagatelle;Talence
Centre de vaccination de Basse Pointe;Basse-Pointe
Equipe Mobile Vaccination Yvelines-Sud;Versailles
Nancy - Centre Prouvé;Nancy
Centre de vaccination de Vaulx-en-Velin - Salle Victor Jara;Vaulx-en-Velin
Centre de vaccination de Vandoeuvre;Vandœuvre-lès-Nancy
Centre de vaccination - Centre d'examen de Santé - CPAM 86;Poitiers
LONGVIC - Espace Jean Bouhey;Longvic
Centre de vaccination de l'Institut Pasteur de Guadeloupe;Les Abymes
Longjumeau CVA;Longjumeau
SAINT APOLINAIRE Maison des associations Esplanade François Manière;Saint-Apollinaire
Falaise : salle du pressoir;Falaise
Centre de vaccination COVID Ad Hoc de Val d'Arc;Val-d'Arc
Centre de vaccination Halle aux grains;Toucy
Centre de vaccination de Saint-Amarin - Complexe culturel Le CAP;Saint-Amarin
Centre de vaccination de Creutzwald - Salle Baltus;Creutzwald
Centre de vaccination de Morhange - Centre socio-culturel;Morhange
CENTRE MONTLIEU LA GARDE;Montlieu-la-Garde
Espace Maurice Muller, Mandelieu;Mandelieu-la-Napoule
MSP relai La Guerche;La Guerche-sur-l'Aubois
CHU Dijon Bourgogne;Dijon
Montbard;Montbard
Centre de vaccination de Quingey;Quingey
AUXONNE - Salle évènementielle ;Auxonne
Centre de vaccination de Pont sur Yonne;Pont-sur-Yonne
Centre de vaccination de Saint Florentin;Saint-Florentin
Centre de vaccination - CC du Serein - Isle sur Serein;L'Isle-sur-Serein
Centre de vaccination - MSP Chablis;Chablis
CLAMECY -SALLE POLYVALENTE;Clamecy
Centre de vaccination - salle des fêtes;Cerisiers
Centre de vaccination d'Ornans;Ornans
GHBS - Hôpital du Scorff;Lorient
Centre de vaccination - réservé professionnels de santé et assimilés - CH Dreux;Dreux
Maison des associations - Loches;Loches
Centre de vaccination d'Issoudun;Issoudun
Centre culturel - La Passerelle à Fleury-les-Aubrais;Fleury-les-Aubrais
Centre hospitalier de Pithiviers;Pithiviers
Centre de vaccination de cure médicale de la Croix Duchet - Saint-Amand-Montrond;Saint-Amand-Montrond
"Centre de vaccination ""grand public"" CHARTREXPO – Chartres";Chartres
Centre de vaccination public - Salle des fêtes de Buzançais;Buzançais
Centre de Vaccination Aubigny - Salle polyvalente - Les terrasses de la Nère;Aubigny-sur-Nère
"Bâtiment communal ""La grange"" / CPTS Boischaut sud";Neuvy-Saint-Sépulchre
Maison Médicale Vatan;Vatan
Centre de vaccination - Salle des fêtes de Levroux;Levroux
Centre médical du SDIS - Neuillé-Pont-Pierre;Neuillé-Pont-Pierre
Centre de vaccination - Dojo;Saint-Georges-sur-Cher
Centre de vaccination de Contres;Le Controis-en-Sologne
Centre de vaccination Institut Médical de Sologne;Lamotte-Beuvron
CH Calvi Balagne;Calvi
CMA Porto Vecchio;Porto-Vecchio
CH Sartène;Sartène
MSP relai Neuvy sur Barangeon;Neuvy-sur-Barangeon
CH Ajaccio (Centre de vaccination les Salines);Ajaccio
CV éphémère Dampierre en Burly;Dampierre-en-Burly
Centre Moriani (Plaine orientale Nord);San-Nicolao
Site de Coutances;Coutances
CHP Saint Martin ;Caen
Salle Michaux Parc expo;L'Aigle
Plaine orientale Sud;Mignataja, ventiseri
CH Bastia;Bastia
CH EU;Eu
Salle L'Escale - Port Saint Jérome;Port-Jérôme-sur-Seine
Centre de vaccination de Honfleur - site Equemauville;Équemauville
Centre éphémère annexe CH Verneuil ;Verneuil d'Avre et d'Iton
Centre de vaccination du CH COGNAC;Châteaubernard
CH CONFOLENS;Confolens
Centre de Vaccination du CH de Saint Sever;Saint-Sever
Pôle de Santé de l'Envigne;Scorbé-Clairvaux
Centre de vaccination Covid-19 du territoire elbeuvien;Caudebec-lès-Elbeuf
CH ROCHEFORT(réservé aux professionnels de santé);Rochefort
CH USSEL;Ussel
CENTRE CLINICAL DE SOYAUX;Soyaux
Centre de vaccination du CH de Dax - site du LANOT;Dax
CH NORD DEUX-SEVRES site de Faye-L'Abbesse;Faye-l'Abbesse
POLYCLINIQUE - SITE CHENIEUX ;Limoges
CH MAULEON;Mauléon
ESPACE EXPO MARMANDE (CHIC MARMANDE);Marmande
CH SAINT JUNIEN;Saint-Junien
Centre de vaccination des Soignants professionnels de ville - CH Saintonge;Saintes
POLE DE SANTE DU VILLENEUVOIS;Villeneuve-sur-Lot
CENTRE SAINT MARTIN DE Ré;Saint-Martin-de-Ré
CENTRE HOSPITALIER ROYAN;Vaux-sur-Mer
CENTRE MARENNES;Marennes-Hiers-Brouage
Ecole Baticoop;Tulle
CENTRE PONT L'ABBE D'ARNOULT;Pont-l'Abbé-d'Arnoult
CH BOURGANEUF;Bourganeuf
CH NIORT;Niort
Centre de vaccination - CH de Nontron;SAINT-MARTIAL-DE-VALETTE
HOPITAL INTERCOMMUNAL MONTS ET BARRAGES - ST LEONARD DE NOBLAT;Saint-Léonard-de-Noblat
CH Bort les Orgues;Bort-les-Orgues
Centre de vaccination d'Aigre;Aigre
CENTRE VACCINATION SURGERES;Surgères
Espace d'Albret Nérac ;Nérac
Centre de vaccination Covid-19 de la Côte Sud des Landes;Capbreton
Centre de Vaccination de Mimizan;Mimizan
CENTRE PONS ;Pons
Centre départemental de vaccination - Bordeaux;Bordeaux
CLINIQUE DE CHATELLERAULT;Châtellerault
CLINIQUE SAINT-AUGUSTIN;Bordeaux
CENTRE DE VACCINATION de LABRIT;Labrit
Centre de Vaccination - MAISON DE SANTE AMOU;Amou
centre de vaccination de Biscarrosse ;Biscarrosse
Centre de vaccination - Beynat;Beynat
POLYCLINIQUE - SITE EMAILLEURS COLOMBIER;Limoges
MSP Neuville de Poitou;Neuville-de-Poitou
Centre de vaccination de La Couronne;La Couronne
Centre de vaccination - CHU POITIERS - Site de LOUDUN;Loudun
centre de vaccination Nieul sur Mer ;Nieul-sur-Mer
Centre de vaccination de la Myre Mory - Villeneuve-sur-Lot;Villeneuve-sur-Lot
Centre de vaccination au centre des congrès d'Agen;Agen
Centre de vaccination du pays foyen;Sainte-Foy-la-Grande
Site gériatrique de l'Ayguerote CH de Bigorre;Tarbes
CH Castelnaudary - Jean Pierre Cassabel;Castelnaudary
MONTPELLIER Maison médicale de garde;Montpellier
Pôle de santé Madeleine Brès;Vouneuil-sur-Vienne
CHU Nîmes;Nîmes
MSP Font Romeu;Font-Romeu-Odeillo-Via
Centre de vaccination de Céret ;Céret
VAILHAUQUES Service de Santé SDIS 34;Vailhauquès
CH Nègrepelisse ;Nègrepelisse
CH Jean Coulon - Gourdon;Gourdon
Sète Centre de vaccination ;Sète
BEDARIEUX Clinique 3 Vallées;Bédarieux
Barcelonnette - Médiathèque;Barcelonnette
Centre Hospitalier République - CTPS PAYS DE LUNEL;Lunel
LODEVE Centre vaccination ;Lodève
Centre de vaccination COVID MMG Lezignan;Lézignan-Corbières
Centre de vaccination - Clinique St Louis de Ganges;Ganges
MSP des Halles ;Beaumont-de-Lomagne
centre de vaccination de Caussade;Caussade
Centre de vaccination St Clément – Clinique du Pic St loup ;Saint-Clément-de-Rivière
ST JEAN DE VEDAS Clinique St Jean;Saint-Jean-de-Védas
BEZIERS Centre de vaccination (Palais des Congrès);Béziers
